date,TEMP,HUMIDITY,RAINFALL,SNOWFALL,IRRADIANCE,TOTAL_CLOUD,is_weekend,is_holiday,OT
2022-07-15 00:00:00,25.3,99,0,0,0,97,0,0,3221.09
2022-07-15 01:00:00,25.5,99,0,0,0,99,0,0,3160.91
2022-07-15 02:00:00,25.7,99,0,0,0,100,0,0,3074.34
2022-07-15 03:00:00,25.7,99,0,0,0,43,0,0,3043.98
2022-07-15 04:00:00,25.3,99,0,0,0,28,0,0,3018.72
2022-07-15 05:00:00,25.1,99,0,0,0,100,0,0,2995.86
2022-07-15 06:00:00,25.7,99,0,0,25,60,0,0,3038.94
2022-07-15 07:00:00,27.1,93,0,0,138,99,0,0,3109.17
2022-07-15 08:00:00,28.4,87,0,0,236,100,0,0,3194.27
2022-07-15 09:00:00,29,82,0,0,286,100,0,0,3504.97
2022-07-15 10:00:00,29.2,81,0,0,276,41,0,0,3710.37
2022-07-15 11:00:00,30.5,74,0,0,661,78,0,0,3972.07
2022-07-15 12:00:00,31.3,71,0,0,753,6,0,0,4017.74
2022-07-15 13:00:00,31.9,68,0,0,786,100,0,0,3929.02
2022-07-15 14:00:00,32.5,65,0,0,826,88,0,0,3885.83
2022-07-15 15:00:00,32.5,65,0,0,655,100,0,0,3796.83
2022-07-15 16:00:00,31.5,69,0,0,267,85,0,0,3610.43
2022-07-15 17:00:00,31.2,71,0,0,290,82,0,0,3750.71
2022-07-15 18:00:00,30.3,78,0,0,207,54,0,0,3692.28
2022-07-15 19:00:00,28.5,86,0,0,62,35,0,0,3649.08
2022-07-15 20:00:00,27.7,90,0,0,1,73,0,0,3848.17
2022-07-15 21:00:00,27.3,91,0,0,0,100,0,0,3858.54
2022-07-15 22:00:00,26.5,95,0,0,0,100,0,0,3700.4
2022-07-15 23:00:00,26.2,96,0,0,0,97,0,0,3467.26
2022-07-16 00:00:00,25.5,97,0,0,0,90,1,0,3304.43
2022-07-16 01:00:00,25.2,97,0,0,0,44,1,0,3214.62
2022-07-16 02:00:00,24.3,99,0,0,0,65,1,0,3109.76
2022-07-16 03:00:00,23.8,100,0,0,0,100,1,0,3049.98
2022-07-16 04:00:00,24,100,0,0,0,100,1,0,3012.76
2022-07-16 05:00:00,23.9,100,0,0,0,100,1,0,2992.16
2022-07-16 06:00:00,24.4,99,0,0,26,100,1,0,3085.15
2022-07-16 07:00:00,25.5,98,0,0,130,100,1,0,3101.75
2022-07-16 08:00:00,27.8,91,0,0,274,82,1,0,3065.34
2022-07-16 09:00:00,29.1,83,0,0,305,100,1,0,3290.05
2022-07-16 10:00:00,29,82,0,0,156,100,1,0,3547.68
2022-07-16 11:00:00,29.1,80,0,0,167,100,1,0,3735.55
2022-07-16 12:00:00,29.1,78,0,0,195,100,1,0,3598.36
2022-07-16 13:00:00,29,75,0,0,199,100,1,0,3572.01
2022-07-16 14:00:00,28.5,80,0,0,100,100,1,0,3415.23
2022-07-16 15:00:00,28.6,70,0.2,0,151,100,1,0,3449.1
2022-07-16 16:00:00,27.4,77,1,0,102,100,1,0,3384.52
2022-07-16 17:00:00,26.3,78,0.4,0,53,100,1,0,3406.48
2022-07-16 18:00:00,25.7,80,0,0,41,100,1,0,3344.45
2022-07-16 19:00:00,25,80,0,0,21,100,1,0,3365.94
2022-07-16 20:00:00,25.6,78,0,0,1,100,1,0,3601.48
2022-07-16 21:00:00,25.6,76,0,0,0,100,1,0,3636.13
2022-07-16 22:00:00,25.2,75,0,0,0,100,1,0,3452.16
2022-07-16 23:00:00,25.5,74,0,0,0,29,1,0,3256.33
2022-07-17 00:00:00,25.2,79,0,0,0,99,1,0,3156.44
2022-07-17 01:00:00,25.5,83,0,0,0,100,1,0,3093.74
2022-07-17 02:00:00,25.6,90,0.1,0,0,94,1,0,2995.08
2022-07-17 03:00:00,25.3,95,0.9,0,0,100,1,0,2894.47
2022-07-17 04:00:00,25.2,96,2,0,0,100,1,0,2786.07
2022-07-17 05:00:00,24.9,97,3.6,0,0,100,1,0,2705.83
2022-07-17 06:00:00,24.9,97,4.6,0,2,100,1,0,2734.52
2022-07-17 07:00:00,24.9,98,2.9,0,23,100,1,0,2704.32
2022-07-17 08:00:00,25.8,93,1.9,0,56,100,1,0,2612.48
2022-07-17 09:00:00,26,93,0.2,0,137,100,1,0,2639.78
2022-07-17 10:00:00,26.1,93,0.1,0,205,100,1,0,2721.32
2022-07-17 11:00:00,27.2,87,0.1,0,278,100,1,0,2857.98
2022-07-17 12:00:00,28,86,0.1,0,206,100,1,0,2887.77
2022-07-17 13:00:00,27.2,90,0.9,0,239,100,1,0,2820.41
2022-07-17 14:00:00,27.6,88,1,0,377,52,1,0,2815.04
2022-07-17 15:00:00,27.9,87,0,0,396,91,1,0,2791.52
2022-07-17 16:00:00,28.3,83,2.3,0,350,100,1,0,2862.4
2022-07-17 17:00:00,27.1,89,0.6,0,198,100,1,0,2895.06
2022-07-17 18:00:00,25.7,97,0.6,0,83,99,1,0,2823.11
2022-07-17 19:00:00,25.7,95,0,0,41,48,1,0,2864.4
2022-07-17 20:00:00,24.8,95,0.5,0,1,100,1,0,2944.53
2022-07-17 21:00:00,24.8,94,0,0,0,100,1,0,2977.03
2022-07-17 22:00:00,25.2,94,0.1,0,0,100,1,0,2904.81
2022-07-17 23:00:00,25,93,0,0,0,100,1,0,2807.52
2022-07-18 00:00:00,24.4,94,0,0,0,100,0,0,2757.16
2022-07-18 01:00:00,24.1,93,0,0,0,98,0,0,2740.84
2022-07-18 02:00:00,24,93,0,0,0,57,0,0,2663.92
2022-07-18 03:00:00,23,95,0,0,0,100,0,0,2640.91
2022-07-18 04:00:00,22.5,96,0,0,0,33,0,0,2611.03
2022-07-18 05:00:00,22.1,96,0,0,0,0,0,0,2631.2
2022-07-18 06:00:00,22.4,95,0,0,30,0,0,0,2665.11
2022-07-18 07:00:00,23.9,89,0,0,157,13,0,0,2709.69
2022-07-18 08:00:00,25.1,82,0,0,314,29,0,0,2696.71
2022-07-18 09:00:00,26.3,78,0,0,467,36,0,0,2928.3
2022-07-18 10:00:00,27.4,74,0,0,650,6,0,0,3058.32
2022-07-18 11:00:00,28.4,69,0,0,795,3,0,0,3252.57
2022-07-18 12:00:00,28.8,67,0,0,826,11,0,0,3284.99
2022-07-18 13:00:00,29.1,65,0,0,739,18,0,0,3362.85
2022-07-18 14:00:00,29.8,64,0,0,753,26,0,0,3283.53
2022-07-18 15:00:00,30.2,64,0,0,714,13,0,0,3362.74
2022-07-18 16:00:00,30.1,65,0,0,567,6,0,0,3451.4
2022-07-18 17:00:00,29.8,66,0,0,382,1,0,0,3388.97
2022-07-18 18:00:00,29,74,0,0,208,4,0,0,3303.61
2022-07-18 19:00:00,27,81,0,0,61,52,0,0,3227.75
2022-07-18 20:00:00,25.9,85,0,0,1,31,0,0,3381.85
2022-07-18 21:00:00,25.5,85,0,0,0,100,0,0,3380.67
2022-07-18 22:00:00,25.4,84,0,0,0,85,0,0,3218.49
2022-07-18 23:00:00,24.8,86,0,0,0,88,0,0,3079.54
2022-07-19 00:00:00,24.1,91,0,0,0,42,0,0,3033.23
2022-07-19 01:00:00,23.8,91,0,0,0,100,0,0,2925.52
2022-07-19 02:00:00,23.9,89,0,0,0,98,0,0,2915.5
2022-07-19 03:00:00,23.7,89,0,0,0,22,0,0,2821.56
2022-07-19 04:00:00,23.2,91,0,0,0,10,0,0,2834.03
2022-07-19 05:00:00,22.9,91,0,0,0,0,0,0,2845.74
2022-07-19 06:00:00,23.7,88,0,0,29,7,0,0,2970.57
2022-07-19 07:00:00,25.1,86,0,0,152,35,0,0,3009.32
2022-07-19 08:00:00,26.9,83,0,0,319,16,0,0,2935.52
2022-07-19 09:00:00,28.6,78,0,0,478,100,0,0,3115.77
2022-07-19 10:00:00,28.7,77,0,0,307,92,0,0,3401.68
2022-07-19 11:00:00,30.2,71,0.1,0,645,91,0,0,3599.28
2022-07-19 12:00:00,31.1,67,0,0,769,95,0,0,3684.74
2022-07-19 13:00:00,31.6,66,0,0,813,96,0,0,3580.79
2022-07-19 14:00:00,31.7,66,0,0,743,89,0,0,3510.89
2022-07-19 15:00:00,31.8,67,0.1,0,650,99,0,0,3480.6
2022-07-19 16:00:00,30.7,69,0.3,0,394,98,0,0,3506.78
2022-07-19 17:00:00,29.3,71,0.6,0,306,95,0,0,3422.62
2022-07-19 18:00:00,28.6,78,0,0,147,100,0,0,3387.8
2022-07-19 19:00:00,27.7,82,0,0,38,100,0,0,3406.62
2022-07-19 20:00:00,26.7,86,0,0,1,100,0,0,3517.96
2022-07-19 21:00:00,26.7,81,0,0,0,100,0,0,3553.56
2022-07-19 22:00:00,26.1,81,0,0,0,100,0,0,3381.65
2022-07-19 23:00:00,25.3,88,0,0,0,100,0,0,3134.21
2022-07-20 00:00:00,25,92,0,0,0,100,0,0,3036.84
2022-07-20 01:00:00,24.8,94,0,0,0,100,0,0,3013.1
2022-07-20 02:00:00,24.7,95,0,0,0,100,0,0,2986.69
2022-07-20 03:00:00,24.5,96,0,0,0,100,0,0,2906.26
2022-07-20 04:00:00,24.5,96,0,0,0,100,0,0,2814.39
2022-07-20 05:00:00,24.5,96,0,0,0,100,0,0,2862.17
2022-07-20 06:00:00,25,95,0,0,22,100,0,0,2970.89
2022-07-20 07:00:00,26,91,0.4,0,62,100,0,0,2978.04
2022-07-20 08:00:00,26,92,1.1,0,81,100,0,0,2838.61
2022-07-20 09:00:00,26,92,3.2,0,76,100,0,0,2886.31
2022-07-20 10:00:00,26.2,93,12.2,0,104,100,0,0,3052.95
2022-07-20 11:00:00,26.3,93,6.1,0,87,100,0,0,3175.81
2022-07-20 12:00:00,27.6,91,0.2,0,141,100,0,0,3149.16
2022-07-20 13:00:00,27.9,90,5.6,0,374,100,0,0,3079.36
2022-07-20 14:00:00,26.5,93,8.2,0,86,100,0,0,2928.02
2022-07-20 15:00:00,26.4,94,2.5,0,65,100,0,0,2940.47
2022-07-20 16:00:00,26.6,91,3.6,0,106,100,0,0,2905.95
2022-07-20 17:00:00,25.2,94,1.2,0,57,100,0,0,2848.55
2022-07-20 18:00:00,24.4,91,0.1,0,62,100,0,0,2788.21
2022-07-20 19:00:00,23.6,90,0,0,30,89,0,0,2823.1
2022-07-20 20:00:00,23.1,84,0,0,0,100,0,0,2939.44
2022-07-20 21:00:00,22.6,84,0,0,0,56,0,0,2967.2
2022-07-20 22:00:00,22.3,85,0,0,0,9,0,0,2838.89
2022-07-20 23:00:00,22,87,0,0,0,25,0,0,2738.42
2022-07-21 00:00:00,21.7,90,0,0,0,68,0,0,2672.71
2022-07-21 01:00:00,21.6,92,0,0,0,16,0,0,2711.41
2022-07-21 02:00:00,21.3,95,0,0,0,8,0,0,2644.29
2022-07-21 03:00:00,21.3,97,0,0,0,2,0,0,2551.21
2022-07-21 04:00:00,21.4,97,0,0,0,6,0,0,2594.37
2022-07-21 05:00:00,21.4,97,0,0,0,11,0,0,2640.34
2022-07-21 06:00:00,21.9,96,0,0,27,9,0,0,2742.27
2022-07-21 07:00:00,23.4,92,0,0,149,28,0,0,2811.62
2022-07-21 08:00:00,25,84,0,0,325,49,0,0,2614.8
2022-07-21 09:00:00,26.2,78,0.1,0,436,27,0,0,2816.77
2022-07-21 10:00:00,26.8,75,0.2,0,591,37,0,0,2996.81
2022-07-21 11:00:00,27.6,73,0.1,0,667,39,0,0,3109.69
2022-07-21 12:00:00,28.5,69,0.1,0,776,26,0,0,2991.64
2022-07-21 13:00:00,28.9,67,0.1,0,770,22,0,0,3013.21
2022-07-21 14:00:00,29.2,65,0.1,0,766,27,0,0,2973.52
2022-07-21 15:00:00,29.1,65,0.1,0,567,20,0,0,3100.72
2022-07-21 16:00:00,29.4,64,0,0,492,28,0,0,3195.79
2022-07-21 17:00:00,29.1,67,0,0,365,19,0,0,3172.89
2022-07-21 18:00:00,28.2,74,0,0,199,1,0,0,3091.91
2022-07-21 19:00:00,26.3,82,0,0,59,0,0,0,3109.2
2022-07-21 20:00:00,25.4,85,0,0,1,0,0,0,3218.57
2022-07-21 21:00:00,24.7,88,0,0,0,0,0,0,3199.81
2022-07-21 22:00:00,24,91,0,0,0,1,0,0,3074.42
2022-07-21 23:00:00,23.2,94,0,0,0,1,0,0,2979.07
2022-07-22 00:00:00,23,93,0,0,0,0,0,0,2898.86
2022-07-22 01:00:00,22.8,93,0,0,0,0,0,0,2824.71
2022-07-22 02:00:00,22.8,93,0,0,0,0,0,0,2761.73
2022-07-22 03:00:00,22.2,94,0,0,0,0,0,0,2720.87
2022-07-22 04:00:00,21.6,96,0,0,0,0,0,0,2716.89
2022-07-22 05:00:00,21.7,95,0,0,0,0,0,0,2713.78
2022-07-22 06:00:00,22.7,93,0,0,28,43,0,0,2807.98
2022-07-22 07:00:00,24.5,89,0,0,155,56,0,0,2844.52
2022-07-22 08:00:00,26.9,81,0,0,324,59,0,0,2782.84
2022-07-22 09:00:00,28.6,74,0,0,520,24,0,0,3003.39
2022-07-22 10:00:00,29.7,69,0,0,686,14,0,0,3261.42
2022-07-22 11:00:00,30.6,66,0,0,793,89,0,0,3460.99
2022-07-22 12:00:00,31.2,63,0,0,773,97,0,0,3524.02
2022-07-22 13:00:00,31.9,61,0,0,808,75,0,0,3429.66
2022-07-22 14:00:00,32.2,59,0,0,766,29,0,0,3428.93
2022-07-22 15:00:00,32.3,56,0,0,675,84,0,0,3506.38
2022-07-22 16:00:00,31.2,62,0,0,526,21,0,0,3487.97
2022-07-22 17:00:00,29.4,72,0,0,378,100,0,0,3414.11
2022-07-22 18:00:00,28.2,77,0,0,138,100,0,0,3322.15
2022-07-22 19:00:00,27.4,79,0,0,46,100,0,0,3293.47
2022-07-22 20:00:00,26.4,76,0,0,0,100,0,0,3434.92
2022-07-22 21:00:00,26.4,73,0,0,0,100,0,0,3405.13
2022-07-22 22:00:00,26.1,76,0,0,0,100,0,0,3295.9
2022-07-22 23:00:00,26,77,0,0,0,100,0,0,3074.47
2022-07-23 00:00:00,25.7,78,0,0,0,100,1,0,2973.35
2022-07-23 01:00:00,25.5,81,0,0,0,100,1,0,2908.68
2022-07-23 02:00:00,25.5,84,0.2,0,0,100,1,0,2841.76
2022-07-23 03:00:00,25,91,3.6,0,0,100,1,0,2810.12
2022-07-23 04:00:00,24.8,93,6.7,0,0,100,1,0,2692.04
2022-07-23 05:00:00,24.9,94,0.2,0,0,100,1,0,2729.27
2022-07-23 06:00:00,24.9,93,0.2,0,9,100,1,0,2783.77
2022-07-23 07:00:00,25.4,94,0.3,0,71,95,1,0,2821.07
2022-07-23 08:00:00,26.7,90,0.8,0,207,100,1,0,2713.38
2022-07-23 09:00:00,26,92,0.8,0,60,100,1,0,2791.03
2022-07-23 10:00:00,26.4,89,0,0,297,73,1,0,2942.31
2022-07-23 11:00:00,27.9,76,0,0,800,98,1,0,3018.68
2022-07-23 12:00:00,27.5,70,0,0,757,98,1,0,2964.38
2022-07-23 13:00:00,26.7,73,0,0,521,100,1,0,2912.34
2022-07-23 14:00:00,25.8,75,0,0,320,100,1,0,2823.72
2022-07-23 15:00:00,26.4,74,0,0,265,100,1,0,2823.87
2022-07-23 16:00:00,26.3,78,0,0,185,100,1,0,2888.74
2022-07-23 17:00:00,26.1,82,0,0,74,95,1,0,2890.43
2022-07-23 18:00:00,26.4,83,0,0,156,7,1,0,2827.24
2022-07-23 19:00:00,25.5,87,0,0,55,8,1,0,2802.2
2022-07-23 20:00:00,24.6,87,0,0,0,8,1,0,2832.21
2022-07-23 21:00:00,24.3,87,0,0,0,7,1,0,2865.93
2022-07-23 22:00:00,23.9,89,0,0,0,9,1,0,2901.23
2022-07-23 23:00:00,23.6,90,0,0,0,9,1,0,2743.19
2022-07-24 00:00:00,23.4,89,0,0,0,0,1,0,2710.09
2022-07-24 01:00:00,23,90,0,0,0,0,1,0,2688.59
2022-07-24 02:00:00,22.6,91,0,0,0,0,1,0,2647.17
2022-07-24 03:00:00,22.3,94,0,0,0,0,1,0,2634.03
2022-07-24 04:00:00,22,96,0,0,0,1,1,0,2571.35
2022-07-24 05:00:00,21.6,97,0,0,0,0,1,0,2639.55
2022-07-24 06:00:00,22.2,96,0,0,26,0,1,0,2726.91
2022-07-24 07:00:00,23.6,92,0,0,153,0,1,0,2640.57
2022-07-24 08:00:00,25.1,86,0,0,335,0,1,0,2578.09
2022-07-24 09:00:00,26.9,77,0,0,521,0,1,0,2735.38
2022-07-24 10:00:00,28,71,0,0,686,0,1,0,2921.32
2022-07-24 11:00:00,29,67,0,0,810,36,1,0,3143.5
2022-07-24 12:00:00,29.5,63,0,0,793,44,1,0,3121.07
2022-07-24 13:00:00,29.5,64,0,0,553,46,1,0,3139.4
2022-07-24 14:00:00,29.9,63,0,0,634,43,1,0,3118.58
2022-07-24 15:00:00,30.2,63,0,0,575,35,1,0,3190.84
2022-07-24 16:00:00,30.3,62,0,0,477,46,1,0,3250.11
2022-07-24 17:00:00,30.1,64,0,0,368,31,1,0,3344.82
2022-07-24 18:00:00,29,75,0,0,188,6,1,0,3347.71
2022-07-24 19:00:00,26.4,88,0,0,56,3,1,0,3364.64
2022-07-24 20:00:00,25.6,85,0,0,0,8,1,0,3243.74
2022-07-24 21:00:00,25.1,87,0,0,0,0,1,0,3275.28
2022-07-24 22:00:00,24.7,87,0,0,0,0,1,0,3103.52
2022-07-24 23:00:00,24.2,89,0,0,0,0,1,0,2974.95
2022-07-25 00:00:00,23.6,91,0,0,0,0,0,0,2881.51
2022-07-25 01:00:00,23.1,93,0,0,0,0,0,0,2816.15
2022-07-25 02:00:00,22.9,94,0,0,0,0,0,0,2698.45
2022-07-25 03:00:00,22.8,94,0,0,0,0,0,0,2726.01
2022-07-25 04:00:00,22.6,94,0,0,0,0,0,0,2657.18
2022-07-25 05:00:00,22.5,94,0,0,0,0,0,0,2644.05
2022-07-25 06:00:00,23.1,93,0,0,26,0,0,0,2781.44
2022-07-25 07:00:00,24.5,90,0,0,153,0,0,0,2797.27
2022-07-25 08:00:00,26.1,84,0,0,334,0,0,0,2724.85
2022-07-25 09:00:00,27.8,79,0,0,524,0,0,0,3012.84
2022-07-25 10:00:00,29.2,71,0,0,689,0,0,0,3259.45
2022-07-25 11:00:00,30.1,66,0,0,812,18,0,0,3431.26
2022-07-25 12:00:00,30.6,63,0,0,829,39,0,0,3546.38
2022-07-25 13:00:00,31,60,0,0,775,20,0,0,3467.71
2022-07-25 14:00:00,31.2,59,0,0,684,35,0,0,3434.27
2022-07-25 15:00:00,31.2,59,0,0,556,29,0,0,3459.68
2022-07-25 16:00:00,31.3,62,0,0,425,36,0,0,3469.05
2022-07-25 17:00:00,30.9,68,0,0,293,22,0,0,3407.16
2022-07-25 18:00:00,29.8,75,0,0,178,7,0,0,3353.7
2022-07-25 19:00:00,27.6,80,0,0,54,11,0,0,3378.63
2022-07-25 20:00:00,26.6,84,0,0,0,22,0,0,3512.4
2022-07-25 21:00:00,26.2,86,0,0,0,10,0,0,3480.59
2022-07-25 22:00:00,25.6,88,0,0,0,3,0,0,3375.95
2022-07-25 23:00:00,25.1,89,0,0,0,6,0,0,3266.7
2022-07-26 00:00:00,24.8,91,0,0,0,9,0,0,3103.44
2022-07-26 01:00:00,24.8,93,0,0,0,68,0,0,3072.92
2022-07-26 02:00:00,25,93,0,0,0,100,0,0,2996.24
2022-07-26 03:00:00,25.6,91,0,0,0,99,0,0,2960.88
2022-07-26 04:00:00,25.6,92,0,0,0,91,0,0,2896.13
2022-07-26 05:00:00,25.5,93,0,0,0,100,0,0,2904.2
2022-07-26 06:00:00,25.7,93,0,0,14,100,0,0,2981.62
2022-07-26 07:00:00,27.1,88,0,0,109,100,0,0,3035.14
2022-07-26 08:00:00,27.2,87,5,0,85,100,0,0,3045
2022-07-26 09:00:00,28.3,84,0,0,280,100,0,0,3223.05
2022-07-26 10:00:00,29.2,79,0,0,365,100,0,0,3316.49
2022-07-26 11:00:00,29.9,75,0.1,0,390,100,0,0,3393.62
2022-07-26 12:00:00,30.3,75,0.2,0,360,100,0,0,3415.38
2022-07-26 13:00:00,30.3,76,0.2,0,348,100,0,0,3450.17
2022-07-26 14:00:00,26,89,9.8,0,297,100,0,0,3242.23
2022-07-26 15:00:00,25.2,92,9.1,0,58,100,0,0,3139.24
2022-07-26 16:00:00,27,88,0,0,349,100,0,0,3209.04
2022-07-26 17:00:00,26.2,90,0.2,0,183,100,0,0,3192.73
2022-07-26 18:00:00,24.3,92,3,0,71,100,0,0,3132.85
2022-07-26 19:00:00,24.3,94,0.1,0,26,42,0,0,3154.2
2022-07-26 20:00:00,23.1,93,0,0,0,17,0,0,3319.04
2022-07-26 21:00:00,23,94,0,0,0,52,0,0,3248.75
2022-07-26 22:00:00,23,94,0,0,0,98,0,0,3237.57
2022-07-26 23:00:00,22.8,96,0,0,0,11,0,0,3048.8
2022-07-27 00:00:00,22.5,98,0,0,0,11,0,0,3033.14
2022-07-27 01:00:00,22.2,98,0,0,0,3,0,0,2903.13
2022-07-27 02:00:00,21.7,99,0,0,0,17,0,0,2862.11
2022-07-27 03:00:00,21.5,100,0,0,0,43,0,0,2782.73
2022-07-27 04:00:00,22.2,99,0,0,0,30,0,0,2775.78
2022-07-27 05:00:00,22.7,98,0,0,0,3,0,0,2789.56
2022-07-27 06:00:00,23.4,98,0,0,21,3,0,0,2878.09
2022-07-27 07:00:00,24.8,94,0,0,139,48,0,0,2940.3
2022-07-27 08:00:00,25.6,92,0.1,0,238,65,0,0,2903.78
2022-07-27 09:00:00,26.7,86,0.2,0,284,98,0,0,3078.68
2022-07-27 10:00:00,28,81,0.3,0,541,100,0,0,3200.98
2022-07-27 11:00:00,29.1,79,0.1,0,698,88,0,0,3440.4
2022-07-27 12:00:00,29.5,79,0.3,0,757,31,0,0,3526.39
2022-07-27 13:00:00,29.7,79,0,0,782,40,0,0,3525.85
2022-07-27 14:00:00,30,76,0,0,673,33,0,0,3469.82
2022-07-27 15:00:00,30.3,74,0,0,640,33,0,0,3498.12
2022-07-27 16:00:00,30.1,74,0.1,0,473,85,0,0,3487.25
2022-07-27 17:00:00,29.7,76,0.1,0,331,100,0,0,3437.99
2022-07-27 18:00:00,28.9,81,0.1,0,176,100,0,0,3341.47
2022-07-27 19:00:00,27.5,87,0,0,49,6,0,0,3379.98
2022-07-27 20:00:00,25.9,93,0,0,0,32,0,0,3568.97
2022-07-27 21:00:00,25.7,94,0,0,0,99,0,0,3511.8
2022-07-27 22:00:00,25.3,96,0,0,0,99,0,0,3425.16
2022-07-27 23:00:00,25.2,96,0,0,0,100,0,0,3166.59
2022-07-28 00:00:00,24.9,96,0,0,0,10,0,0,2981.9
2022-07-28 01:00:00,24.3,97,0,0,0,22,0,0,2947.04
2022-07-28 02:00:00,23.7,98,0,0,0,6,0,0,2902.08
2022-07-28 03:00:00,23.7,98,0,0,0,23,0,0,2873.86
2022-07-28 04:00:00,23.5,98,0,0,0,71,0,0,2794.26
2022-07-28 05:00:00,23.1,98,0,0,0,88,0,0,2824.49
2022-07-28 06:00:00,24.5,96,0,0,22,76,0,0,2903.3
2022-07-28 07:00:00,26.1,93,0,0,143,81,0,0,2970.14
2022-07-28 08:00:00,27.4,87,0,0,302,100,0,0,2877.4
2022-07-28 09:00:00,29.1,80,0.1,0,456,54,0,0,3084.06
2022-07-28 10:00:00,30,72,0.2,0,529,31,0,0,3249.11
2022-07-28 11:00:00,31,69,0,0,701,40,0,0,3522.26
2022-07-28 12:00:00,31.9,68,0,0,854,93,0,0,3596.55
2022-07-28 13:00:00,32.4,66,0,0,835,97,0,0,3630.77
2022-07-28 14:00:00,32.7,65,0,0,788,100,0,0,3625.32
2022-07-28 15:00:00,32.7,66,0,0,654,98,0,0,3408.48
2022-07-28 16:00:00,29.2,82,1.8,0,503,96,0,0,3231.96
2022-07-28 17:00:00,28.8,85,0,0,253,81,0,0,3191.03
2022-07-28 18:00:00,28.2,86,0,0,147,99,0,0,3158.53
2022-07-28 19:00:00,24.1,94,4.1,0,32,100,0,0,3176.58
2022-07-28 20:00:00,24.9,96,0.5,0,0,100,0,0,3262.84
2022-07-28 21:00:00,24.7,95,1.4,0,0,100,0,0,3199.31
2022-07-28 22:00:00,24.6,96,0.8,0,0,100,0,0,3097.36
2022-07-28 23:00:00,24.3,97,0,0,0,100,0,0,2942.61
2022-07-29 00:00:00,24.2,98,0,0,0,100,0,0,2900.98
2022-07-29 01:00:00,24.1,98,0.2,0,0,100,0,0,2865.66
2022-07-29 02:00:00,24,97,3.5,0,0,100,0,0,2818.21
2022-07-29 03:00:00,24,97,1.7,0,0,100,0,0,2783.13
2022-07-29 04:00:00,24.2,97,0.7,0,0,100,0,0,2782.3
2022-07-29 05:00:00,24.4,97,0,0,0,100,0,0,2772.22
2022-07-29 06:00:00,24.7,98,0,0,6,100,0,0,2822.13
2022-07-29 07:00:00,24.9,99,0,0,42,100,0,0,2850.53
2022-07-29 08:00:00,24.3,97,0,0,97,100,0,0,2760.97
2022-07-29 09:00:00,25.8,92,0.5,0,147,100,0,0,3031.33
2022-07-29 10:00:00,26.3,93,0.6,0,107,100,0,0,3147.71
2022-07-29 11:00:00,27,91,0.5,0,147,100,0,0,3251.03
2022-07-29 12:00:00,27.8,85,0.5,0,221,100,0,0,3158.1
2022-07-29 13:00:00,27.9,86,0.2,0,177,100,0,0,3137.31
2022-07-29 14:00:00,27.4,87,0,0,187,100,0,0,3085.78
2022-07-29 15:00:00,27.4,90,0.1,0,138,100,0,0,3170.37
2022-07-29 16:00:00,27.6,90,0.5,0,93,100,0,0,3132.94
2022-07-29 17:00:00,26.9,91,0.6,0,75,100,0,0,3148.02
2022-07-29 18:00:00,26.6,91,0.2,0,56,100,0,0,3065.51
2022-07-29 19:00:00,26.6,93,0,0,19,100,0,0,3047.16
2022-07-29 20:00:00,25.9,94,0.1,0,0,100,0,0,3138.33
2022-07-29 21:00:00,26.1,94,0,0,0,100,0,0,3110.96
2022-07-29 22:00:00,25.7,93,0,0,0,59,0,0,3059.81
2022-07-29 23:00:00,25,94,0,0,0,27,0,0,2973.13
2022-07-30 00:00:00,25,96,0,0,0,22,1,0,2956.7
2022-07-30 01:00:00,25.3,96,0,0,0,58,1,0,2944.42
2022-07-30 02:00:00,25.4,96,0,0,0,64,1,0,2837.8
2022-07-30 03:00:00,25.2,96,0,0,0,84,1,0,2813.55
2022-07-30 04:00:00,25,97,0,0,0,97,1,0,2778.83
2022-07-30 05:00:00,24.7,97,0,0,0,93,1,0,2831.15
2022-07-30 06:00:00,24.8,95,0.4,0,19,92,1,0,2959.2
2022-07-30 07:00:00,24.1,96,6.1,0,102,100,1,0,2980.89
2022-07-30 08:00:00,26,89,4.7,0,99,100,1,0,2911.41
2022-07-30 09:00:00,26.6,86,0.3,0,229,88,1,0,2991.64
2022-07-30 10:00:00,27.8,86,0.2,0,555,51,1,0,3123.79
2022-07-30 11:00:00,29.2,82,0.1,0,729,65,1,0,3323.49
2022-07-30 12:00:00,29.9,77,0,0,801,89,1,0,3267.05
2022-07-30 13:00:00,29.8,77,0.1,0,771,100,1,0,3392.13
2022-07-30 14:00:00,29.4,78,0,0,691,48,1,0,3422.02
2022-07-30 15:00:00,28.8,83,1.6,0,527,60,1,0,3353.82
2022-07-30 16:00:00,28.5,79,0.4,0,408,81,1,0,3405.56
2022-07-30 17:00:00,27.6,85,0.1,0,240,47,1,0,3402.34
2022-07-30 18:00:00,27.2,87,0.1,0,141,52,1,0,3407.75
2022-07-30 19:00:00,26.7,88,0,0,39,15,1,0,3226.81
2022-07-30 20:00:00,26.1,93,0,0,0,11,1,0,3319.37
2022-07-30 21:00:00,25.7,94,0,0,0,34,1,0,3330.95
2022-07-30 22:00:00,25.5,95,0,0,0,23,1,0,3283.61
2022-07-30 23:00:00,25.4,96,0,0,0,12,1,0,3150.95
